lemma_review,predict score
 minimal script minimal character development minimal steady camera maximum stretch scenes maximum headache induce zoom maximum character walk around woods nothing time flash screen 12 fast forward miss nothing since three hunters know nothing nothing fair movie string music interest perhaps music video would way go unfortunately twenty minute short stretch beyond belief forget trigger man know try merk,0.9589141607284546
 decide believe famous movie critics say even though movie get best comment movie make day get think false world love ones deceive say matter often fee milk snake never loyal bite give chance way people never grateful movie selfish people everyone ultimately think oneself work oneself brother die inadvertently hand gangster survive brother decide take revenge process learn world nothing real one loyal anyone amitabh give performance life new actor give good performance actress play wife amitabh steal show role small portray role diligently one move performance really great face expressions role limit give chance fully express great movie movies always give message audience movies like novels singh novelist novels always purpose target social evil real message audience entertain well lesson give,3.139206228297553e-06
 far worst movie ever see thats compare alexander fortress 2 new world go back blockbuster ask money back along truly traumatic experience first ten minutes change zoom widescreen tv actors seem screen think possible make bad film day age wrong type message think good reason buy movie joke present blame mrs one pick thank babe warn true round,0.7984374761581421
 think summary say mtv answer classic camera tv show feature x type put false wear various hat glass set people fairly although often interest situations example kennedy guy invite parent wed kennedy bride do full gown long joke parent immediately understand son marry man claim longer bits piece problem go way long obviously fill time kennedy funny dead lie sun camera would run three four scenarios time take kennedy get one run around constantly ask look fat recognize show make make 12 year old think jackass height comedy today let laugh thank god show short live,0.014548828825354576
 ken burn baseball decent documentary present clear game great depiction baseball early years heroes plenty movie baseball fan say film several glare flaw 18 hours simply long human attention span clear burn stretch film fit nine concept even tight 18 hours pace every segment slow almost music always nostalgic wistful baseball ever excite fun every player accomplishments present form tragedy talk head talk head turn every pitch emotional baseball metaphor baseball americana psychology theology baseball enough mawkish drivel billy crystal sell us yankee hokum sell us ken burn use national anthem series theme song manage play take many time might vomit get dude clearly burn neo hollywood faux liberal spend probably third film negro league segment spend white yesterday open mind kenny today shame chide baseball segregate forties fail realize america segregate time burn fall head heel love buck neil former negro league player drool every piece footage elderly neil wax poetic play days nonsense burn would better adult help edit creation baseball wind mushy civil right propaganda disguise americana clear burn baseball fan otherwise would know watch game laugh cheer weep recite listen mr burn cry baseball,0.006437511183321476
 another spanish movie 1936 civil war time tell story carol lovely play clara little girl come live little spanish village new york trip soon find injustices human race stupid fight conflict contradictions imanol make best film since 1994 sober pulse beautiful photography nice script try take part conflict show us facts let us decide ok facts explicit enough make us decide band take huge advantage presence freshness young star couple clara well care production rate 7 10,2.0374056930450024e-06
 think movie suppose shock way indeed shock shock badly make simply one half hour torment even viewer character movie five girls sure main character get bloody piece bad way basically fine since horror movie usually like horror movies problem violence type movies per however violence film serve end whatsoever spectacle simply grotesque lame even get bore really quick worst thing bad enough ya movie try copy blair whitch project film cheap hand hold cameras serve end whatsoever blair sure enough explanation namely camera look blair witch film explanation hey ya want look like blair whitch sound movie also something get depress girls scream hysterically many time make say also effort make make anything better sound wise wise finally soundtrack bad rest vary cheap house worst hard rock advise watch circumstances,0.9968528151512146
 apparently second remake film film many ways remind later film yank oxford film concern blow hard arrive one top school world ultimately show blow hard slowly learn decency film william haines tom brown main rival bob play frances x support role jack pickford always remember brother mary three pickford come best sympathetic become tom pal actually decent scenes well dramatic moment big game standard clichés movie do many time since offer surprise however pleasant film enjoyable view opinion better silent college film try harold lloyd freshman football scenes frankly excite harold far likable sympathetic annoy tom brown freshman probably best college picture find era another reason brown harvard lesser picture william haines play essentially unlikable bombastic character plot smart set among others see one film see well make certainly original rehash film anyone give film score 10 strongly advise see film 4 25 check saw small film highest rat film imdb 1920 talk rat dozens dozens better film film get 1 anyone guess,0.9988331198692322
 ever hear say people telegraph intentions well movie character action telegraph future plan show house drink head could forgive set use better character charismatic nuanced character mysterious wooden kenneth succeed convey charm character probably write bottom line obvious plot one note performances unlikeable character grotesque southern accent employ british actors,0.047353897243738174
 give 10 thieve highway mention two reason one prove give bad review 2 theme film thread namely fall love woman night know pretty woman chick flick avoid eventually get pretty woman two things two terrible horrible things firstly portray career akin dancer know absolutely great friends leg lot giggle borrow others make see reality pretty woman prostitute street walker prostitute talk great life healthy happy occasional whimper explain feel happy hooker type protagonist lot even nearly realistic character beg question make movie type person chicken scar player characteristics familiar role make film chef want cook talk food wear white hat make film chef first place bail turn hooker respectable dancer type story miss point completely consequently never indulge moral social question could cop really really lame secondly pretty woman insult romance edward lewis play richard gere clue romance lady without plastic friend yep leave home without especially suit imagination 8 10 romantic moments involve splash cash one way another even first meet lotus work diamonds money money money charm charisma mention attempt piano please girls like film also girls like shop guy like film even realize old less charm probably either wont register importantly anyone like film hate thieve highway wonderful story part base subject finish song pretty woman round street pretty woman kind like treat pretty woman believe truth one could spend much woman wont pardon pretty woman help see pretty woman look lovely lack imagination like woman shop pretty woman talk pretty woman sell smile pretty woman yeah yeah yeah pretty woman look way pretty woman say stay pay treat right,0.9997914433479309
 reese witherspoon first out big screen memorable one appear like fresh scrub face slight undeniably reese always like actor idea start young career go figure actually gain respect reese know early say whenever watch perform character thus far portrayal also seem persona live character quite nicely fact anyway first film experience reese little red rid hood parody reese kiefer sutherland somehow assume first time bat well do reese,0.24481886625289917
 okay last night august 18th 2004 distinct displeasure meet mr van bebble show film manson family three penny chicago part chicago underground film festival say first film obvious rip every kenneth anger roman polanski oliver stone terry gilliam movie ever see second short q session show mr van bebble immediately state never make contact actual manson family members charlie call liars say want nothing film base van bebble take trial see live room tv news assume autobiography book directly mimic narrative second question ask try present mtv sex drug rock n roll version necessarily true story question obviously piss director start shout f shut f truth movies bullsh well anyway even think ridiculous next day read film hear laws side story hear story tell manson family excuse guy never even speak family consider liars want anything god name tell story ridiculous statement ever hear film obviously cater sex drug rock n roll audience trouble attract small light theatre even obviously spawn sex drug rock n roll mind man even watch film without get every ten minutes go get beer shout sort rocky call line actors screen film accomplish little warp public image actual events help shape state america much world today sort slasher comic book porno rape fantasy dream obviously shallow individual film definitely impressive look soundtrack refresh contain actual charlie work family lie album edit nice choppy uncertainty modern music videos film would make much better addition catalogue mtv underground film festival matter mind intellectual felt like midnight rocky horror view way audience dress behave probably best part experience cast good exception charlie resemble sort stone dungeons dragons actual role portray film give full energy throw ten things physical match slow representation actually present film basically explain maybe linda declare end write bunch bullsh book make bunch bullsh movies etc etc case point even disclaimer base true story dead signal somewhere beneath garbage heap lay foundation actual story content make make difference world little bite alchemy separate truth crap actually maybe could avoid together go read book instead say film end get free beer glad go glad spend fifteen dollars ticket tell shut f ask director question peace,0.9755476117134094
 remember similar vein young ones stumble back watch tape spend weeks replay line call one mat brilliant episode daniel peacock bite nose back street lot great line remember 5 30 morning get white bread brown man take easy guy local tony definitely episode teach ralph daniel peacock good amanda never make bar man helen teach ask people match see match last night think play well string fail haired star sit bar see match last night yeah think play well still odd stupid line reg ralph ralph reg reg reg reg reg reg reg lot surreal silly moments surreal songs back street personal favourite great end line mark return good old danny peacock add lot young even sir update find couple episodes tape go sketch youtube,0.00014145276509225368
 one movies ever see cast richard gere old look romantic lead roles anymore diane look bite eager please usual seem romance support cast memorable story medical drama deal unconvincing interest story weak enough happen make movie nothing new say new way say set little bleak house set unattractive destine great one remember,0.012815235182642937
 guy desperate action attempt hit gorgeous girl bus refuse run someone try steal get together anyway start relation slightly taint fact jealous neurotic secret things go problematic short story could promise grow cool film succeed nice film masterpiece tear laugh one occasion two lead character around crazy love fest even thing go believable thin story work really funny thus worthy cinema time 7 10 break hearts,7.527885463787243e-05
 anyone edit film dvd release huge thirty second gap scenes ok though fell asleep watch first time fell asleep second time third time plot actually worst see close act worst see either close production well honestly say worst ever see life try could use production please think hater horror film even enjoy film felt laugh film much felt laugh along gruesome moments poorly do could do better even shoestring budget character seem awkwardly develop ignore together twist end pretty bad take forever without expose much recommend avoid movie 1 10,0.9972400665283203
 catch film cable sound like would good film japanese green card say ever dislike asian film quite contrary incredible horror film time japanese korean huge fan john woo hong kong film light hearted film like king express two think would like well would rather slit drink blood watch badly act film ever think director steven must spike water one film personality character try act oppose mumble line two performance come across force incredibly fake honestly think anyone ever act person sound genuine brenda find amaze promote comedy laugh even surprise morning news call refresh breath comedy neither refresh breath comedy end predictable previous reviewer must idiot think things avoid film unless want see bore predictable plot line wooden act actually think spike better act film walk half way film,0.999828577041626
 joke obvious gag corny character walk stop laugh highly entertain movie matter many time see still get kick one recommend highly lovers mindless entertainment contain many quotable moments best sight gag see day bad week need chuckle rent one way home friday night give weekend good start,0.6206174492835999
 joyous world create us pixar bug life immerse universe could document film precisely universe could document world animation forget world animation offer right hand bug life warm walk film equally warm feel sense satisfaction derivative high film productions pixar second animate feature sub group disney make spectacular debut perhaps entirely mark film world three years prior 1995 landmark movie toy story movie defy convention invent breathe new life animation define whole new level excellence return effort honest draw creep sense us prior see film film ants well walk bug world cover bug life ant point film humans point dramas romance insignificant species animal ant act protagonist movie let alone provide entire premise feature film surely however forget toy story bunch toy box items able become inspire lovable bunch animate heroes villains ever guy pixar manage pull feat manage turn bunch dirty miniscule bug endear pleasant gang probably ever encounter entirely amiable likable unpleasant character sight even villains rivet character colourful eclectic array character also gargantuan lack better term add rich layer already onto bug life begin shall start main character hero name flik david character rather generic say least thousands faithful worker ants lush beautiful ant island one consider black sheep clan see open moments movie inadvertently destroy season harvest antic problem arise fact ants harvest bunch greedy lead hopper kevin eager continue assert wrath amongst little ants show ant island banquet see offer go go insane lack better term hopper offer save ants total pack hand however simply impossible fulfil flik mind run full steam despite guilt shame offer leave ant island search mighty bug warriors come colony rescue fight hopper think bug life bear heavy resemblance plot line classic seven samurai american remake magnificent seven village hapless good hearted folk threaten malevolent wicked enemies one lone village go search help big city find return colony drive evil bug life help come form circus troupe perceive flik warriors bar room brawl much amusement come scenes much amusement come circus troupe bug among stick david pierce side split german name quasi femme fatale fact gritty dennis hopper enjoyable watch bug screen watch bug interact screen entire movie say much amusement come character joyous interactions one another give way bevy hilarious line wonderfully suspenseful rivet situations overall movie make bug life even better film restrict simply children many may perceive although children would indeed find entertainment film clichéd kid friendly situations bite like however easy ignore fault easy enjoy film although bug life may reach dizzy landmark standards set predecessor still superb movie start something promise pixar prove one hit wonder instead much gift talented group film artists hollywood raise bar endlessly someone always manage top standards always say bug life see quite best see folks california beat lot year damn best animate feature 1998 8 5 10,0.0007233269861899316
 movies seventies none capture essence good versus evil battle mean yes movies like exorcist ones none capture human element protagonist like one time check one may able get past date devices story worth get star soon star absolute favorites sylvia miles subtle clue lead go pay close attention watch four time catch smaller weird statements like black white cat black white cake plus book really good well sorry go turn second book film scary would outdo movie,0.9995260238647461
 keep rigid historical perspective film actually quite entertain get action adventure romance one premiere cast match up era errol flynn olivia de havilland lead roles evident board picture pass muster look one hundred percent accuracy story tell get beyond one need put aside history book enjoy story work fiction know know hard consider custer last stand little big horn history post civil war america guess picture matter look lot take though picture two hour plus run time custer arrival west point probably first head rid full military practical joke sharp arthur kennedy put major headquarter probably get trouble ironically lot scenes military film play comedy custer first meet bacon subsequent encounter include tea reader hattie mcdaniel notice film mcdaniel remind awful lot another favorite character actor mine forties moreland much one scene look like might moreland ham dress mind owl scene hoot flynn interest note year earlier portray j e b stuart opposite ronald reagan depiction general custer santa trail attention none olivia de havilland film reagan put none character custer history remember flynn portrayal evident come close richard take military hero 1970 little big man let say one bite top better take away picture manner custer persevere maintain good name gamble away risky business venture loyalty men lead battle along discipline develop course story poignant final confrontation arch rival sharp rid little big horn declare hell glory entirely dependent one point view earlier similar remark might give us best insight custer character state take glory time go,0.0009490882512181997
 first saw movie 10 years old mom buy local 5 vhs think would nice christmas movie brothers watch movie however scar hell may ask could movie santa scare anyone plot movie revolve around satan send one pitch earth attempt kill santa ruin christmas right satan send demon hell kill santa pitch stalk santa throughout christmas eve attempt trap earth sun rise christmas day santa make back home space turn powder get wrong movie funny fairly entertain however image demons devil dance depths hell occur begin movie downright creepy,0.9842401742935181
 read book saw movie excellent movie diamond among era dominate screen communicate intensity character without flaw film make star shame studio put everything behind film could easily franchise release dvd must worthy remake would revive film look tv guide see list matter late watch disappoint another favor read book title blow away time change dramatically since days least like think,0.9700449109077454
 get switch open credit even finish appear first joke lame dreadfully act go really decide watch base review saw little even really comment suddenly become clear video shop guy snigger us pay money see make earnest dallas,0.9980738162994385
 watch dresser even see dozen years ago big movie try make big splash god brilliance two lead leave speechless albert finney tom courtenay nothing less amaze movie dresser story sir age shakespearean actor finney dresser norman courtenay sort valet put production king lear london world war ii two men dependent upon sir almost helpless without aid norman cajole bully get performance lear norman live life sir without sir need nothing think anyway character drive film plot secondary interaction character require actors highest caliber bring life finney 47 years old completely believable old sick petulant bully brilliant stage actor hiss fume fellow actors even take bow courtenay less convince mince dresser must sometimes act mother valet elderly employer employer really wrong term use though although technically relationship employer employee time sir norman act like nothing much old marry couple yes others cast movie question true star finney courtenay marvelous script ronald say fine performances notably eileen atkins long suffer stage manager madge wonderful scene sir madge talk old desire old regret might although get talk days worth remember dresser nominate five academy award best actor nominations finney courtenay best picture best director peter best adapt screenplay remember good movie prepare completely mesmerize begin end want see example great act hugely entertain encourage see dresser,1.8792565242620185e-05
 sexploitation movie era late sixties early seventies begin gratuitous nudity mainstream film end hardcore porn peak years 1968 1972 one love talented actresses era monica gayle small fanatic cult followers actually able act unlike many fill lead roles flick subsequent credit prove seemingly deliberate fade obscurity right career take heighten gary director also talent probably talented sexploitation genre skill combine monica gayle screen presence make sandra make woman pleasantly enjoyable experience film never drag finger press fast forward button,0.0020136856473982334
 guess would originally go least two part thus least quarter longer otherwise one explain confuse abbreviate storyline never completely lose often partially lose usually unclear character motivation movie feel though join plot point drop squeeze time slot longer might make sense still much good movie interest idea war zeus hera war male female movie drop ball make hera followers fairly horrible clear zeus followers believe movie also interest see gods real exist get couple intrigue ideas anything useful bad dialog cardboard character one interest scene involve hercules three antagonistic sons unwatchable also worth watch,0.9732415080070496
 note self never ever ever watch serious movie charlie sheen great comedian horrible seal movie make navy seal look like reckless group fact elite form military world charlie sheen help destroy navy seal reputation thank make incredibly select group individuals look awful one worst action movies ever see great story could make amaze action movie charlie sheen possibilities passionate story sheen decide wreck funny comment,0.9922613501548767
 whatever rat give boom superb location photography rome otherwise hardcore addict elizabeth taylor downward phase richard burton miscast phase williams write milk train stop anymore suppose fond adaptation play apparently one taylor reportedly hat burton need money whatever amount hill taylor fume shrill manner explode exchange bad baby talk less noel coward seem visitor another film finally appear campy among taylor fan probably consider must see kind thing sit one without drink hand way ahead sadly film end taylor take seriously film actress even win two oscars burton equally critics call bomb judge dare,0.9954602122306824
 saw brother shadow film festival love judd scott cohen great father son film follow scott cohen alaska back family brooklyn show brother die embark journey slowly repair estrange relationships brother wife child father never forgive black sheep family story take us deep hearts mind family allow deeply understand complexity live also imagery business brooklyn backdrop set tone rich reveal family portrait,1.2681272892223205e-05
 comment imdb liken dog bite dog classic cat iii film 90s although undoubtedly brutal violent downbeat film cheang really sleazy lurid enough earn comparison however still pack punch make worth watch particularly gritty hard edge action thing edison chen play pang hit man travel hong kong assassinate wife judge sam lee wai ruthless cop determine track whatever cost wai close target pang stop nothing ensure escape meet yue pretty illegal immigrant need help escape life abuse relentlessly harsh drama great cinematography amaze sound design haunt score solid performances chen lee well newcomer pei pei pang love interest dog bite dog one fan hard hit asian hyper violence think along line chan park vengeance trilogy shoot merciless beat happen regularly film catch director cheang course kind tale destine unhappy end involve sure enough pretty much everyone film die rather nasty deaths unfortunately fine line tragedy unintentional comedy final moments dog bite dog cross laughably dramatic final scene pang wai lock battle pregnant yue look eventually three suffer severe stab wound wound pang perform dead yue deliver baby moments die whilst film might classic slice hong kong excess ott action stylish visuals still worth seek,0.012090659700334072
 stun reviewers imdb give tv film high rat sweet cliché film two big name past decent job film reek low budget work see day week lesser cable channel like good romance well anyone wife watch saw rat say people go rate film highly simply nothing challenge brain faith comfort level cultural possible make good film like away example amateur hour quite good film rat much lower one truly another long line inadequate holiday film watch family stone miles ahead schlock,0.5345221161842346
 hole awesome movie love lot one favorite film one flick produce disney cheesy hole generally cool motion picture wish disney would make picture like hole indeed rare breed disney show cool get wrong idea mean bad mouth disney stuff aim towards kid okay children deserve entertainment disney guilty try appeal teen audience usually fail hole type movie anyone age watch enjoy think corny really kind movie even lot young hood might enjoy since character relate hole good job mix good family entertainment cheesy live little edge hope disney take risk make edgy flick like,0.0074315802194178104
 edmund lowe remind somewhat warren william head nice cast interest little mystery move pace run little hour douglas walton play unlucky appear intent demise hypnotism anyone suspect include good number support cast everyone virginia bruce kent smith gene ralph rosalind ivan h b warner add bonus dimwit detective furthermore get load art set fancy wealthy home must set use many subsequent film plus side mystery complicate anyone follow plot baffle suddenly clear detective final confrontation murderer give film nifty five minutes suspense nicely do pass time entertain manner,0.9744638800621033
 far know first experience movies relief see something else regular hollywood motion picture bad movies like one small chance succeed big world hope people watch accident recommendation really worth leave cinema feel really sad get tragic destiny character head impress even think complexity film tragic story excellent comic good soundtrack opportunity watch really think provoke make ponder lot,0.0021901431027799845
 like think reasonably intelligent human be love film good attention detail enjoy indie movies funny write dialogue film poor attention span high expectations brain well may get bore find things drag time charm well pace movie actors real sense depth warmth roles chuckle pretty much whole way film little gem,0.0005097681423649192
 largely forgettable tale kerman employer agren travel jungle search agren miss sister despite connection cannibal movie family film extreme version crime century clearly aim time topical massacre depict rogue self righteous penchant hint play ruthless intensity ivan lead crew flock self inflict sister toe kerman agren attempt stop several fail end flee green run locals notorious one string excessive gore fests emerge late seventies early eighties every new addition seem engage one contest predecessor attempt contrive gory graphic display ever bring motion picture inferior employ gimmicks others much less success call look like bollywood reject film make location inept castration scenes seriously diminish authenticity apparent cannibal holocaust decide without spoil conclusion appear though put emphasis shock awe climax basic requirement end loose end resolve unsatisfying others extent graphic depictions violence toward humans limit thankfully filmmakers spar extreme inflict worst possible cruelty hapless animals pursuit sadistic shock unfortunately thing shock film rat mention among others deal subject matter convincingly feature kerman somewhat one dimensional lead man bevy clothe co star agren provide visual respite slay,0.9979405999183655
 accept 50 horror scary today standards hell see title like expect see blood blood thirsty beast instead get blood beast either want take world live peace earth yeah people want overall story fine astronaut come back life one beast title really kill movie night beast would make fan happy really blood speak like 50 movies end leave room sequel wisely never make one movie worst ever see almost 2 10,0.9994557499885559
 movie god awful literally chore watch want vcr throw across room keep think foolishly would eventually get funny everything would right lose win yay movie require view anyone even entertain think jackie mason funny beat head movie tape crack even consider rent turd worse yet one thing ask even look cover mean crap like tell glance bad movie suck,0.9992684721946716
 first let get things straight anime fan always matter fact use watch speed racer time b like several b movies hilarious c like godzilla movies lot move movie first come seem like go usual b movie crappy fx sudden boom anime come movie go downhill animation bad cheap even worse remember speed racer fact cheap one scenes movie vividly remember bunch kid run school kid fx terrible dinosaurs look worse godzilla addition transition live action animation dialogue voice especially english dub view horrid beg dad take tape dvd vhs player thing keep survive crack joke comment like joel mike mst3k pick season honestly way barely enjoy movie survive time heck plan show another fellow pal mine halloween b movie night stupid pretty painful watch unintentionally hilarious time give movie 3 10 improvement 0 5 10 originally go give accord grade scale 3 10 mean pretty much bore bad fun count three unless find way make fun become fun count 15,0.9934743046760559
 grip edward dmytryk crossfire distinctive suspense thriller unlikely message movie use look devices noir washington dc company soldier cope hang bar three end stranger apartment robert ryan drink belligerent beat host sam levene death happen jewish police detective robert young investigate help robert mitchum assign ryan outfit suspicion fall second three george cooper vanish ryan slay third buddy steve silence young close abet superior script john paxton dmytryk draw performances three star bob ryan naturally prototypical angry white male mitchum underplay characteristic alert role however central young may never better gloria grahame give first fully rendition smart mouth vulnerable tramp sad sack life paul kelly haunt us small role make memorable politically engage dmytryk perhaps inevitably pretty much confine young irish die hand century earlier thus incidentally stretch limit least attempt render explanation however ryan hat jews hillbillies curiously crossfire survive even major change work upon novel base richard brook brick deal gay bash murder homosexuality 1947 still beyond pale news holocaust however begin emerge europe hollywood felt register protest anti semitism studios always quake prospect offend potential ticket change anti semitism work general fit victim drink young soldier invite back home look odd even though especially since girlfriend raise question whether scenario retain inadvertently leave discreet tip original engine generate ryan murderous rage,4.228022226016037e-05
 way though think oh god begin think right might average act plot part atrocious every part predictable even though first movie seem bare large resemblance ring half decent movie seem take good things first make terrible bits make everyone audience wet part fall build stitch girlfriend keep tell quiet keep comment bind happen next time less right go house make come make sense poor excuse lot kill really depth see see everything come leave feel point watch oh behind see one come yawn surely people must think oh know carry round least try fight back instead eat someone hair best movie mildly scar mean mildly cry credit roll short oh thank god already waste time money pointless plot less sorry excuse sequel,0.9999003410339355
 phil alien one quirky film humour base around oddness everything rather actual punchlines first odd pretty funny movie progress find joke oddness funny anymore low budget film thats never problem pretty interest character eventually lose interest imagine film would appeal currently something similar better try brother another planet,0.08532553911209106
 think movie get really cool music never get head cool look character really funny know kind crack grind keep say funny part every day three weeks despite bad act bad cgi bad story cop go robot really cool one movies family watch get together eat laugh like crazy watch two time many funny part like kurt try get edison attention give finger throw paint ball gun could play paint ball part keep say remember remember cousins saw show happen also really funny part run room kurt fight kurt talk strange dream superman love part although since saw remember part everything actors say funny like kurt say worship like god robot although bad things great movie man stop laugh wish movie,0.6056725382804871
 see dick tracy 6 99 bin future shop decide give go previous knowledge big fan mafia crime movies surprise see fun smart entertain movie solid performances throughout movie move along well course another solid performance warren beatty real film al pacino happy find pacino nominate performance top gangster try take city great damsel distress really impress add depth performance go attitude want watch fun smart movie great act solid script give dick tracy try think disappoint watch cameos paul jam caan kathy bat hoffman among others,0.9985706806182861
 movie suck ass something european country complete trash nothing go movie whatsoever maybe 30 second sex annoy chick hitch rid people really piss movie complete subject watch regret bore would rate zero body right mind see sure regret completely could think something bad even mystery men better mystery men suck movie worth make complete waste time character hard understand good bore,0.9998438358306885
